date,product_id,product_name,sales,inventory_level
2025-01-04 05:19:18.312748,P001,Gaming Laptop,27,116
2025-01-05 05:19:18.312748,P001,Gaming Laptop,6,110
2025-01-06 05:19:18.312748,P001,Gaming Laptop,12,98
2025-01-07 05:19:18.312748,P001,Gaming Laptop,27,71
2025-01-08 05:19:18.312748,P001,Gaming Laptop,33,138
2025-01-09 05:19:18.312748,P001,Gaming Laptop,27,111
2025-01-10 05:19:18.312748,P001,Gaming Laptop,24,87
2025-01-11 05:19:18.312748,P001,Gaming Laptop,22,65
2025-01-12 05:19:18.312748,P001,Gaming Laptop,11,54
2025-01-13 05:19:18.312748,P001,Gaming Laptop,18,136
2025-01-14 05:19:18.312748,P001,Gaming Laptop,21,115
2025-01-15 05:19:18.312748,P001,Gaming Laptop,36,79
2025-01-16 05:19:18.312748,P001,Gaming Laptop,29,50
2025-01-17 05:19:18.312748,P001,Gaming Laptop,8,42
2025-01-18 05:19:18.312748,P001,Gaming Laptop,29,113
2025-01-19 05:19:18.312748,P001,Gaming Laptop,22,91
2025-01-20 05:19:18.312748,P001,Gaming Laptop,19,72
2025-01-21 05:19:18.312748,P001,Gaming Laptop,31,41
2025-01-22 05:19:18.312748,P001,Gaming Laptop,36,105
2025-01-23 05:19:18.312748,P001,Gaming Laptop,34,71
2025-01-24 05:19:18.312748,P001,Gaming Laptop,17,54
2025-01-25 05:19:18.312748,P001,Gaming Laptop,22,132
2025-01-26 05:19:18.312748,P001,Gaming Laptop,28,104
2025-01-27 05:19:18.312748,P001,Gaming Laptop,35,69
2025-01-28 05:19:18.312748,P001,Gaming Laptop,20,49
2025-01-29 05:19:18.312748,P001,Gaming Laptop,23,126
2025-01-30 05:19:18.312748,P001,Gaming Laptop,13,113
2025-01-31 05:19:18.312748,P001,Gaming Laptop,12,101
2025-02-01 05:19:18.312748,P001,Gaming Laptop,32,69
2025-02-02 05:19:18.312748,P001,Gaming Laptop,38,131
2025-02-03 05:19:18.312748,P001,Gaming Laptop,23,108
2025-02-04 05:19:18.312748,P001,Gaming Laptop,34,74
2025-02-05 05:19:18.312748,P001,Gaming Laptop,27,47
2025-02-06 05:19:18.312748,P001,Gaming Laptop,17,130
2025-02-07 05:19:18.312748,P001,Gaming Laptop,27,103
2025-02-08 05:19:18.312748,P001,Gaming Laptop,39,64
2025-02-09 05:19:18.312748,P001,Gaming Laptop,23,41
2025-02-10 05:19:18.312748,P001,Gaming Laptop,39,102
2025-02-11 05:19:18.312748,P001,Gaming Laptop,0,102
2025-02-12 05:19:18.312748,P001,Gaming Laptop,31,71
2025-02-13 05:19:18.312748,P001,Gaming Laptop,23,48
2025-02-14 05:19:18.312748,P001,Gaming Laptop,19,129
2025-02-15 05:19:18.312748,P001,Gaming Laptop,23,106
2025-02-16 05:19:18.312748,P001,Gaming Laptop,2,104
2025-02-17 05:19:18.312748,P001,Gaming Laptop,20,84
2025-02-18 05:19:18.312748,P001,Gaming Laptop,25,59
2025-02-19 05:19:18.312748,P001,Gaming Laptop,36,123
2025-02-20 05:19:18.312748,P001,Gaming Laptop,16,107
2025-02-21 05:19:18.312748,P001,Gaming Laptop,13,94
2025-02-22 05:19:18.312748,P001,Gaming Laptop,16,78
2025-02-23 05:19:18.312748,P001,Gaming Laptop,30,48
2025-02-24 05:19:18.312748,P001,Gaming Laptop,24,124
2025-02-25 05:19:18.312748,P001,Gaming Laptop,15,109
2025-02-26 05:19:18.312748,P001,Gaming Laptop,25,84
2025-02-27 05:19:18.312748,P001,Gaming Laptop,21,63
2025-02-28 05:19:18.312748,P001,Gaming Laptop,29,134
2025-03-01 05:19:18.312748,P001,Gaming Laptop,12,122
2025-03-02 05:19:18.312748,P001,Gaming Laptop,16,106
2025-03-03 05:19:18.312748,P001,Gaming Laptop,15,91
2025-03-04 05:19:18.312748,P001,Gaming Laptop,4,87
2025-03-05 05:19:18.312748,P001,Gaming Laptop,21,66
2025-03-06 05:19:18.312748,P001,Gaming Laptop,21,45
2025-03-07 05:19:18.312748,P001,Gaming Laptop,18,127
2025-03-08 05:19:18.312748,P001,Gaming Laptop,16,111
2025-03-09 05:19:18.312748,P001,Gaming Laptop,4,107
2025-03-10 05:19:18.312748,P001,Gaming Laptop,13,94
2025-03-11 05:19:18.312748,P001,Gaming Laptop,14,80
2025-03-12 05:19:18.312748,P001,Gaming Laptop,9,71
2025-03-13 05:19:18.312748,P001,Gaming Laptop,15,56
2025-03-14 05:19:18.312748,P001,Gaming Laptop,21,135
2025-03-15 05:19:18.312748,P001,Gaming Laptop,35,100
2025-03-16 05:19:18.312748,P001,Gaming Laptop,18,82
2025-03-17 05:19:18.312748,P001,Gaming Laptop,19,63
2025-03-18 05:19:18.312748,P001,Gaming Laptop,15,48
2025-03-19 05:19:18.312748,P001,Gaming Laptop,0,48
2025-03-20 05:19:18.312748,P001,Gaming Laptop,15,133
2025-03-21 05:19:18.312748,P001,Gaming Laptop,16,117
2025-03-22 05:19:18.312748,P001,Gaming Laptop,40,77
2025-03-23 05:19:18.312748,P001,Gaming Laptop,13,64
2025-03-24 05:19:18.312748,P001,Gaming Laptop,18,46
2025-03-25 05:19:18.312748,P001,Gaming Laptop,15,131
2025-03-26 05:19:18.312748,P001,Gaming Laptop,3,128
2025-03-27 05:19:18.312748,P001,Gaming Laptop,26,102
2025-03-28 05:19:18.312748,P001,Gaming Laptop,22,80
2025-03-29 05:19:18.312748,P001,Gaming Laptop,22,58
2025-03-30 05:19:18.312748,P001,Gaming Laptop,5,53
2025-03-31 05:19:18.312748,P001,Gaming Laptop,28,125
2025-04-01 05:19:18.312748,P001,Gaming Laptop,0,125
2025-04-02 05:19:18.312748,P001,Gaming Laptop,20,105
2025-04-03 05:19:18.312748,P001,Gaming Laptop,36,69
2025-04-04 05:19:18.312748,P001,Gaming Laptop,4,65
2025-04-05 05:19:18.312748,P001,Gaming Laptop,8,57
2025-04-06 05:19:18.312748,P001,Gaming Laptop,15,42
2025-04-07 05:19:18.312748,P001,Gaming Laptop,9,133
2025-04-08 05:19:18.312748,P001,Gaming Laptop,0,133
2025-04-09 05:19:18.312748,P001,Gaming Laptop,14,119
2025-04-10 05:19:18.312748,P001,Gaming Laptop,3,116
2025-04-11 05:19:18.312748,P001,Gaming Laptop,18,98
2025-04-12 05:19:18.312748,P001,Gaming Laptop,4,94
2025-04-13 05:19:18.312748,P001,Gaming Laptop,29,65
2025-04-14 05:19:18.312748,P001,Gaming Laptop,6,59
2025-04-15 05:19:18.312748,P001,Gaming Laptop,10,49
2025-04-16 05:19:18.312748,P001,Gaming Laptop,22,127
2025-04-17 05:19:18.312748,P001,Gaming Laptop,1,126
2025-04-18 05:19:18.312748,P001,Gaming Laptop,16,110
2025-04-19 05:19:18.312748,P001,Gaming Laptop,27,83
2025-04-20 05:19:18.312748,P001,Gaming Laptop,0,83
2025-04-21 05:19:18.312748,P001,Gaming Laptop,15,68
2025-04-22 05:19:18.312748,P001,Gaming Laptop,16,52
2025-04-23 05:19:18.312748,P001,Gaming Laptop,22,130
2025-04-24 05:19:18.312748,P001,Gaming Laptop,1,129
2025-04-25 05:19:18.312748,P001,Gaming Laptop,1,128
2025-04-26 05:19:18.312748,P001,Gaming Laptop,19,109
2025-04-27 05:19:18.312748,P001,Gaming Laptop,17,92
2025-04-28 05:19:18.312748,P001,Gaming Laptop,57,135
2025-04-29 05:19:18.312748,P001,Gaming Laptop,58,77
2025-04-30 05:19:18.312748,P001,Gaming Laptop,48,129
2025-05-01 05:19:18.312748,P001,Gaming Laptop,57,72
2025-05-02 05:19:18.312748,P001,Gaming Laptop,57,115
2025-05-03 05:19:18.312748,P001,Gaming Laptop,48,67
2025-05-04 05:19:18.312748,P001,Gaming Laptop,73,100
2025-05-05 05:19:18.312748,P001,Gaming Laptop,60,40
2025-05-06 05:19:18.312748,P001,Gaming Laptop,43,100
2025-05-07 05:19:18.312748,P001,Gaming Laptop,62,138
2025-05-08 05:19:18.312748,P001,Gaming Laptop,46,92
2025-05-09 05:19:18.312748,P001,Gaming Laptop,63,129
2025-05-10 05:19:18.312748,P001,Gaming Laptop,67,62
2025-05-11 05:19:18.312748,P001,Gaming Laptop,48,114
2025-05-12 05:19:18.312748,P001,Gaming Laptop,66,48
2025-05-13 05:19:18.312748,P001,Gaming Laptop,60,100
2025-05-14 05:19:18.312748,P001,Gaming Laptop,65,135
2025-05-15 05:19:18.312748,P001,Gaming Laptop,75,60
2025-05-16 05:19:18.312748,P001,Gaming Laptop,54,106
2025-05-17 05:19:18.312748,P001,Gaming Laptop,49,57
2025-05-18 05:19:18.312748,P001,Gaming Laptop,48,109
2025-05-19 05:19:18.312748,P001,Gaming Laptop,49,60
2025-05-20 05:19:18.312748,P001,Gaming Laptop,57,103
2025-05-21 05:19:18.312748,P001,Gaming Laptop,61,42
2025-05-22 05:19:18.312748,P001,Gaming Laptop,61,100
2025-05-23 05:19:18.312748,P001,Gaming Laptop,66,134
2025-05-24 05:19:18.312748,P001,Gaming Laptop,58,76
2025-05-25 05:19:18.312748,P001,Gaming Laptop,73,103
2025-05-26 05:19:18.312748,P001,Gaming Laptop,56,47
2025-05-27 05:19:18.312748,P001,Gaming Laptop,86,100
2025-05-28 05:19:18.312748,P001,Gaming Laptop,25,75
2025-05-29 05:19:18.312748,P001,Gaming Laptop,11,64
2025-05-30 05:19:18.312748,P001,Gaming Laptop,9,55
2025-05-31 05:19:18.312748,P001,Gaming Laptop,25,130
2025-06-01 05:19:18.312748,P001,Gaming Laptop,18,112
2025-06-02 05:19:18.312748,P001,Gaming Laptop,27,85
2025-06-03 05:19:18.312748,P001,Gaming Laptop,25,60
2025-06-04 05:19:18.312748,P001,Gaming Laptop,20,40
2025-06-05 05:19:18.312748,P001,Gaming Laptop,12,128
2025-06-06 05:19:18.312748,P001,Gaming Laptop,6,122
2025-06-07 05:19:18.312748,P001,Gaming Laptop,17,105
2025-06-08 05:19:18.312748,P001,Gaming Laptop,30,75
2025-06-09 05:19:18.312748,P001,Gaming Laptop,24,51
2025-06-10 05:19:18.312748,P001,Gaming Laptop,9,42
2025-06-11 05:19:18.312748,P001,Gaming Laptop,24,118
2025-06-12 05:19:18.312748,P001,Gaming Laptop,26,92
2025-06-13 05:19:18.312748,P001,Gaming Laptop,13,79
2025-06-14 05:19:18.312748,P001,Gaming Laptop,24,55
2025-06-15 05:19:18.312748,P001,Gaming Laptop,23,132
2025-06-16 05:19:18.312748,P001,Gaming Laptop,11,121
2025-06-17 05:19:18.312748,P001,Gaming Laptop,27,94
2025-06-18 05:19:18.312748,P001,Gaming Laptop,29,65
2025-06-19 05:19:18.312748,P001,Gaming Laptop,34,131
2025-06-20 05:19:18.312748,P001,Gaming Laptop,34,97
2025-06-21 05:19:18.312748,P001,Gaming Laptop,10,87
2025-06-22 05:19:18.312748,P001,Gaming Laptop,14,73
2025-06-23 05:19:18.312748,P001,Gaming Laptop,29,44
2025-06-24 05:19:18.312748,P001,Gaming Laptop,29,115
2025-06-25 05:19:18.312748,P001,Gaming Laptop,29,86
2025-06-26 05:19:18.312748,P001,Gaming Laptop,63,123
2025-06-27 05:19:18.312748,P001,Gaming Laptop,30,93
2025-06-28 05:19:18.312748,P001,Gaming Laptop,36,57
2025-06-29 05:19:18.312748,P001,Gaming Laptop,34,123
2025-06-30 05:19:18.312748,P001,Gaming Laptop,31,92
2025-07-01 05:19:18.312748,P001,Gaming Laptop,22,70
2025-07-02 05:19:18.312748,P001,Gaming Laptop,33,137
2025-07-03 05:19:18.312748,P001,Gaming Laptop,17,120
2025-07-04 05:19:18.312748,P001,Gaming Laptop,23,97
2025-07-05 05:19:18.312748,P001,Gaming Laptop,20,77
2025-07-06 05:19:18.312748,P001,Gaming Laptop,26,51
2025-07-07 05:19:18.312748,P001,Gaming Laptop,48,103
2025-07-08 05:19:18.312748,P001,Gaming Laptop,7,96
2025-07-09 05:19:18.312748,P001,Gaming Laptop,32,64
2025-07-10 05:19:18.312748,P001,Gaming Laptop,9,55
2025-07-11 05:19:18.312748,P001,Gaming Laptop,21,134
2025-07-12 05:19:18.312748,P001,Gaming Laptop,36,98
2025-07-13 05:19:18.312748,P001,Gaming Laptop,26,72
2025-07-14 05:19:18.312748,P001,Gaming Laptop,15,57
2025-07-15 05:19:18.312748,P001,Gaming Laptop,18,139
2025-07-16 05:19:18.312748,P001,Gaming Laptop,32,107
2025-07-17 05:19:18.312748,P001,Gaming Laptop,18,89
2025-07-18 05:19:18.312748,P001,Gaming Laptop,28,61
2025-07-19 05:19:18.312748,P001,Gaming Laptop,26,135
2025-07-20 05:19:18.312748,P001,Gaming Laptop,19,116
2025-07-21 05:19:18.312748,P001,Gaming Laptop,47,69
2025-07-22 05:19:18.312748,P001,Gaming Laptop,32,137
2025-07-23 05:19:18.312748,P001,Gaming Laptop,5,132
2025-07-24 05:19:18.312748,P001,Gaming Laptop,27,105
2025-07-25 05:19:18.312748,P001,Gaming Laptop,18,87
2025-07-26 05:19:18.312748,P001,Gaming Laptop,34,53
2025-07-27 05:19:18.312748,P001,Gaming Laptop,17,136
2025-07-28 05:19:18.312748,P001,Gaming Laptop,24,112
2025-07-29 05:19:18.312748,P001,Gaming Laptop,30,82
2025-07-30 05:19:18.312748,P001,Gaming Laptop,33,49
2025-07-31 05:19:18.312748,P001,Gaming Laptop,13,136
2025-08-01 05:19:18.312748,P001,Gaming Laptop,21,115
2025-08-02 05:19:18.312748,P001,Gaming Laptop,20,95
2025-08-03 05:19:18.312748,P001,Gaming Laptop,18,77
2025-08-04 05:19:18.312748,P001,Gaming Laptop,42,135
2025-08-05 05:19:18.312748,P001,Gaming Laptop,28,107
2025-08-06 05:19:18.312748,P001,Gaming Laptop,11,96
2025-08-07 05:19:18.312748,P001,Gaming Laptop,33,63
2025-08-08 05:19:18.312748,P001,Gaming Laptop,45,118
2025-08-09 05:19:18.312748,P001,Gaming Laptop,34,84
2025-08-10 05:19:18.312748,P001,Gaming Laptop,8,76
2025-08-11 05:19:18.312748,P001,Gaming Laptop,18,58
2025-08-12 05:19:18.312748,P001,Gaming Laptop,35,123
2025-08-13 05:19:18.312748,P001,Gaming Laptop,16,107
2025-08-14 05:19:18.312748,P001,Gaming Laptop,27,80
2025-08-15 05:19:18.312748,P001,Gaming Laptop,30,50
2025-08-16 05:19:18.312748,P001,Gaming Laptop,13,137
2025-08-17 05:19:18.312748,P001,Gaming Laptop,21,116
2025-08-18 05:19:18.312748,P001,Gaming Laptop,0,116
2025-08-19 05:19:18.312748,P001,Gaming Laptop,11,105
2025-08-20 05:19:18.312748,P001,Gaming Laptop,19,86
2025-08-21 05:19:18.312748,P001,Gaming Laptop,9,77
2025-08-22 05:19:18.312748,P001,Gaming Laptop,37,40
2025-08-23 05:19:18.312748,P001,Gaming Laptop,6,134
2025-08-24 05:19:18.312748,P001,Gaming Laptop,16,118
2025-08-25 05:19:18.312748,P001,Gaming Laptop,22,96
2025-08-26 05:19:18.312748,P001,Gaming Laptop,35,61
2025-08-27 05:19:18.312748,P001,Gaming Laptop,6,55
2025-08-28 05:19:18.312748,P001,Gaming Laptop,31,124
2025-08-29 05:19:18.312748,P001,Gaming Laptop,20,104
2025-08-30 05:19:18.312748,P001,Gaming Laptop,9,95
2025-08-31 05:19:18.312748,P001,Gaming Laptop,24,71
2025-09-01 05:19:18.312748,P001,Gaming Laptop,21,50
2025-09-02 05:19:18.312748,P001,Gaming Laptop,13,137
2025-09-03 05:19:18.312748,P001,Gaming Laptop,19,118
2025-09-04 05:19:18.312748,P001,Gaming Laptop,14,104
2025-09-05 05:19:18.312748,P001,Gaming Laptop,19,85
2025-09-06 05:19:18.312748,P001,Gaming Laptop,24,61
2025-09-07 05:19:18.312748,P001,Gaming Laptop,34,127
2025-09-08 05:19:18.312748,P001,Gaming Laptop,5,122
2025-09-09 05:19:18.312748,P001,Gaming Laptop,39,83
2025-09-10 05:19:18.312748,P001,Gaming Laptop,0,83
2025-09-11 05:19:18.312748,P001,Gaming Laptop,15,68
2025-09-12 05:19:18.312748,P001,Gaming Laptop,23,45
2025-09-13 05:19:18.312748,P001,Gaming Laptop,19,126
2025-09-14 05:19:18.312748,P001,Gaming Laptop,10,116
2025-09-15 05:19:18.312748,P001,Gaming Laptop,14,102
2025-09-16 05:19:18.312748,P001,Gaming Laptop,11,91
2025-09-17 05:19:18.312748,P001,Gaming Laptop,10,81
2025-09-18 05:19:18.312748,P001,Gaming Laptop,24,57
2025-09-19 05:19:18.312748,P001,Gaming Laptop,19,138
2025-09-20 05:19:18.312748,P001,Gaming Laptop,8,130
2025-09-21 05:19:18.312748,P001,Gaming Laptop,24,106
2025-09-22 05:19:18.312748,P001,Gaming Laptop,18,88
2025-09-23 05:19:18.312748,P001,Gaming Laptop,23,65
2025-09-24 05:19:18.312748,P001,Gaming Laptop,21,44
2025-09-25 05:19:18.312748,P001,Gaming Laptop,6,138
2025-09-26 05:19:18.312748,P001,Gaming Laptop,9,129
2025-09-27 05:19:18.312748,P001,Gaming Laptop,22,107
2025-09-28 05:19:18.312748,P001,Gaming Laptop,20,87
2025-09-29 05:19:18.312748,P001,Gaming Laptop,14,73
2025-09-30 05:19:18.312748,P001,Gaming Laptop,15,58
2025-10-01 05:19:18.312748,P001,Gaming Laptop,27,131
2025-10-02 05:19:18.312748,P001,Gaming Laptop,8,123
2025-10-03 05:19:18.312748,P001,Gaming Laptop,19,104
2025-10-04 05:19:18.312748,P001,Gaming Laptop,12,92
2025-10-05 05:19:18.312748,P001,Gaming Laptop,12,80
2025-10-06 05:19:18.312748,P001,Gaming Laptop,25,55
2025-10-07 05:19:18.312748,P001,Gaming Laptop,22,133
2025-10-08 05:19:18.312748,P001,Gaming Laptop,22,111
2025-10-09 05:19:18.312748,P001,Gaming Laptop,27,84
2025-10-10 05:19:18.312748,P001,Gaming Laptop,14,70
2025-10-11 05:19:18.312748,P001,Gaming Laptop,20,50
2025-10-12 05:19:18.312748,P001,Gaming Laptop,10,40
2025-10-13 05:19:18.312748,P001,Gaming Laptop,17,123
2025-10-14 05:19:18.312748,P001,Gaming Laptop,12,111
2025-10-15 05:19:18.312748,P001,Gaming Laptop,14,97
2025-10-16 05:19:18.312748,P001,Gaming Laptop,19,78
2025-10-17 05:19:18.312748,P001,Gaming Laptop,5,73
2025-10-18 05:19:18.312748,P001,Gaming Laptop,34,139
2025-10-19 05:19:18.312748,P001,Gaming Laptop,4,135
2025-10-20 05:19:18.312748,P001,Gaming Laptop,2,133
2025-10-21 05:19:18.312748,P001,Gaming Laptop,25,108
2025-10-22 05:19:18.312748,P001,Gaming Laptop,22,86
2025-10-23 05:19:18.312748,P001,Gaming Laptop,20,66
2025-10-24 05:19:18.312748,P001,Gaming Laptop,20,46
2025-10-25 05:19:18.312748,P001,Gaming Laptop,14,132
2025-10-26 05:19:18.312748,P001,Gaming Laptop,5,127
2025-10-27 05:19:18.312748,P001,Gaming Laptop,15,112
2025-10-28 05:19:18.312748,P001,Gaming Laptop,7,105
2025-10-29 05:19:18.312748,P001,Gaming Laptop,24,81
2025-10-30 05:19:18.312748,P001,Gaming Laptop,13,68
2025-10-31 05:19:18.312748,P001,Gaming Laptop,6,62
2025-11-01 05:19:18.312748,P001,Gaming Laptop,11,51
2025-11-02 05:19:18.312748,P001,Gaming Laptop,19,132
2025-11-03 05:19:18.312748,P001,Gaming Laptop,9,123
2025-11-04 05:19:18.312748,P001,Gaming Laptop,7,116
2025-11-05 05:19:18.312748,P001,Gaming Laptop,18,98
2025-11-06 05:19:18.312748,P001,Gaming Laptop,18,80
2025-11-07 05:19:18.312748,P001,Gaming Laptop,10,70
2025-11-08 05:19:18.312748,P001,Gaming Laptop,11,59
2025-11-09 05:19:18.312748,P001,Gaming Laptop,18,41
2025-11-10 05:19:18.312748,P001,Gaming Laptop,2,139
2025-11-11 05:19:18.312748,P001,Gaming Laptop,2,137
2025-11-12 05:19:18.312748,P001,Gaming Laptop,9,128
2025-11-13 05:19:18.312748,P001,Gaming Laptop,14,114
2025-11-14 05:19:18.312748,P001,Gaming Laptop,20,94
2025-11-15 05:19:18.312748,P001,Gaming Laptop,32,62
2025-11-16 05:19:18.312748,P001,Gaming Laptop,26,136
2025-11-17 05:19:18.312748,P001,Gaming Laptop,16,120
2025-11-18 05:19:18.312748,P001,Gaming Laptop,17,103
2025-11-19 05:19:18.312748,P001,Gaming Laptop,8,95
2025-11-20 05:19:18.312748,P001,Gaming Laptop,18,77
2025-11-21 05:19:18.312748,P001,Gaming Laptop,15,62
2025-11-22 05:19:18.312748,P001,Gaming Laptop,21,41
2025-11-23 05:19:18.312748,P001,Gaming Laptop,10,131
2025-11-24 05:19:18.312748,P001,Gaming Laptop,24,107
2025-11-25 05:19:18.312748,P001,Gaming Laptop,34,73
2025-11-26 05:19:18.312748,P001,Gaming Laptop,18,55
2025-11-27 05:19:18.312748,P001,Gaming Laptop,23,132
2025-11-28 05:19:18.312748,P001,Gaming Laptop,26,106
2024-11-29 05:19:18.312748,P002,Office Chair,13,137
2024-11-30 05:19:18.312748,P002,Office Chair,15,122
2024-12-01 05:19:18.312748,P002,Office Chair,15,107
2024-12-02 05:19:18.312748,P002,Office Chair,15,92
2024-12-03 05:19:18.312748,P002,Office Chair,13,79
2024-12-04 05:19:18.312748,P002,Office Chair,15,64
2024-12-05 05:19:18.312748,P002,Office Chair,17,47
2024-12-06 05:19:18.312748,P002,Office Chair,20,102
2024-12-07 05:19:18.312748,P002,Office Chair,19,83
2024-12-08 05:19:18.312748,P002,Office Chair,22,61
2024-12-09 05:19:18.312748,P002,Office Chair,14,47
2024-12-10 05:19:18.312748,P002,Office Chair,19,103
2024-12-11 05:19:18.312748,P002,Office Chair,17,86
2024-12-12 05:19:18.312748,P002,Office Chair,23,63
2024-12-13 05:19:18.312748,P002,Office Chair,14,49
2024-12-14 05:19:18.312748,P002,Office Chair,14,35
2024-12-15 05:19:18.312748,P002,Office Chair,15,95
2024-12-16 05:19:18.312748,P002,Office Chair,11,84
2024-12-17 05:19:18.312748,P002,Office Chair,16,68
2024-12-18 05:19:18.312748,P002,Office Chair,15,53
2024-12-19 05:19:18.312748,P002,Office Chair,18,35
2024-12-20 05:19:18.312748,P002,Office Chair,19,91
2024-12-21 05:19:18.312748,P002,Office Chair,23,68
2024-12-22 05:19:18.312748,P002,Office Chair,21,47
2024-12-23 05:19:18.312748,P002,Office Chair,16,31
2024-12-24 05:19:18.312748,P002,Office Chair,15,91
2024-12-25 05:19:18.312748,P002,Office Chair,19,72
2024-12-26 05:19:18.312748,P002,Office Chair,14,58
2024-12-27 05:19:18.312748,P002,Office Chair,24,34
2024-12-28 05:19:18.312748,P002,Office Chair,22,87
2024-12-29 05:19:18.312748,P002,Office Chair,17,70
2024-12-30 05:19:18.312748,P002,Office Chair,13,57
2024-12-31 05:19:18.312748,P002,Office Chair,23,34
2025-01-01 05:19:18.312748,P002,Office Chair,18,91
2025-01-02 05:19:18.312748,P002,Office Chair,22,69
2025-01-03 05:19:18.312748,P002,Office Chair,14,55
2025-01-04 05:19:18.312748,P002,Office Chair,17,38
2025-01-05 05:19:18.312748,P002,Office Chair,19,94
2025-01-06 05:19:18.312748,P002,Office Chair,19,75
2025-01-07 05:19:18.312748,P002,Office Chair,18,57
2025-01-08 05:19:18.312748,P002,Office Chair,21,36
2025-01-09 05:19:18.312748,P002,Office Chair,16,95
2025-01-10 05:19:18.312748,P002,Office Chair,19,76
2025-01-11 05:19:18.312748,P002,Office Chair,19,57
2025-01-12 05:19:18.312748,P002,Office Chair,21,36
2025-01-13 05:19:18.312748,P002,Office Chair,21,90
2025-01-14 05:19:18.312748,P002,Office Chair,16,74
2025-01-15 05:19:18.312748,P002,Office Chair,14,60
2025-01-16 05:19:18.312748,P002,Office Chair,23,37
2025-01-17 05:19:18.312748,P002,Office Chair,20,92
2025-01-18 05:19:18.312748,P002,Office Chair,17,75
2025-01-19 05:19:18.312748,P002,Office Chair,24,51
2025-01-20 05:19:18.312748,P002,Office Chair,19,32
2025-01-21 05:19:18.312748,P002,Office Chair,22,85
2025-01-22 05:19:18.312748,P002,Office Chair,19,66
2025-01-23 05:19:18.312748,P002,Office Chair,25,41
2025-01-24 05:19:18.312748,P002,Office Chair,24,92
2025-01-25 05:19:18.312748,P002,Office Chair,18,74
2025-01-26 05:19:18.312748,P002,Office Chair,22,52
2025-01-27 05:19:18.312748,P002,Office Chair,20,32
2025-01-28 05:19:18.312748,P002,Office Chair,23,84
2025-01-29 05:19:18.312748,P002,Office Chair,15,69
2025-01-30 05:19:18.312748,P002,Office Chair,20,49
2025-01-31 05:19:18.312748,P002,Office Chair,21,103
2025-02-01 05:19:18.312748,P002,Office Chair,13,90
2025-02-02 05:19:18.312748,P002,Office Chair,14,76
2025-02-03 05:19:18.312748,P002,Office Chair,12,64
2025-02-04 05:19:18.312748,P002,Office Chair,17,47
2025-02-05 05:19:18.312748,P002,Office Chair,20,102
2025-02-06 05:19:18.312748,P002,Office Chair,22,80
2025-02-07 05:19:18.312748,P002,Office Chair,18,62
2025-02-08 05:19:18.312748,P002,Office Chair,22,40
2025-02-09 05:19:18.312748,P002,Office Chair,13,102
2025-02-10 05:19:18.312748,P002,Office Chair,12,90
2025-02-11 05:19:18.312748,P002,Office Chair,17,73
2025-02-12 05:19:18.312748,P002,Office Chair,18,55
2025-02-13 05:19:18.312748,P002,Office Chair,17,38
2025-02-14 05:19:18.312748,P002,Office Chair,10,103
